rango_etario,victima_genero,agresor_genero,agresor_relacion_victima,violencia_tipo
18-29,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
18-29,MASCULINO,,OTRO CONVIVIENTE,PSICOLÓGICA
18-29,MASCULINO,,OTRO CONVIVIENTE,FÍSICA
18-29,MASCULINO,,OTRO CONVIVIENTE,FÍSICA
18-29,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,MASCULINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,OTRA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,SIN DATO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,OTRO NO CONVIVIENTE,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,OTRA
18-29,FEMENINO,,SIN DATO,OTRA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,OTRA
18-29,FEMENINO,,PAREJA/EX PAREJA,OTRA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,SIN DATO,SEXUAL
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,OTRA
30-44,FEMENINO,,SIN DATO,OTRA
30-44,FEMENINO,,SIN DATO,OTRA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,OTRA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,PSICOLÓGICA
30-44,MASCULINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,MASCULINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,OTRA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,ECONÓMICA
30-44,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,MASCULINO,,SIN DATO,OTRA
30-44,FEMENINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,SIN DATO,"ECONÓMICA, SEXUAL"
45-59,FEMENINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
45-59,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
45-59,MASCULINO,,PAREJA/EX PAREJA,FÍSICA
45-59,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
45-59,FEMENINO,,SIN DATO,PSICOLÓGICA
45-59,FEMENINO,,SIN DATO,PSICOLÓGICA
45-59,FEMENINO,,SIN DATO,PSICOLÓGICA
45-59,FEMENINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
45-59,FEMENINO,,PAREJA/EX PAREJA,OTRA
45-59,FEMENINO,,SIN DATO,PSICOLÓGICA
45-59,FEMENINO,,PAREJA/EX PAREJA,OTRA
45-59,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
45-59,FEMENINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,SIN DATO,PSICOLÓGICA
45-59,FEMENINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,SIN DATO,PSICOLÓGICA
45-59,FEMENINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
45-59,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
45-59,FEMENINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,SIN DATO,OTRA
60+,FEMENINO,,SIN DATO,FÍSICA
60+,MASCULINO,,SIN DATO,FÍSICA
60+,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,OTRA
60+,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,OTRO CONVIVIENTE,FÍSICA
60+,FEMENINO,,OTRO CONVIVIENTE,FÍSICA
60+,FEMENINO,,OTRO CONVIVIENTE,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,OTRA
,Sin dato,,SIN DATO,SIN DATO
,Sin dato,,SIN DATO,SIN DATO
0-17,TRANSGÉNERO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,SEXUAL
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,SIN DATO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,OTRO CONVIVIENTE,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,OTRO CONVIVIENTE,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,SIN DATO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,"FÍSICA, SEXUAL"
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,"FÍSICA, SEXUAL"
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,"FÍSICA, SEXUAL"
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,OTRO NO CONVIVIENTE,PSICOLÓGICA
0-17,MASCULINO,,SIN DATO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,MASCULINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,MASCULINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
18-29,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
18-29,TRANSGÉNERO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
18-29,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,MASCULINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
18-29,MASCULINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,MASCULINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,MASCULINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,OTRO NO CONVIVIENTE,"FÍSICA, SEXUAL"
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,MASCULINO,,SIN DATO,FÍSICA
18-29,MASCULINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
18-29,MASCULINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,SEXUAL
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
30-44,FEMENINO,,OTRO NO CONVIVIENTE,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,MASCULINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,SIN DATO,ECONÓMICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
30-44,MASCULINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
30-44,MASCULINO,,SIN DATO,"ECONÓMICA, FÍSICA"
30-44,FEMENINO,,SIN DATO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
30-44,MASCULINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
45-59,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
45-59,FEMENINO,,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA"
45-59,FEMENINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,SIN DATO,FÍSICA
45-59,MASCULINO,,PAREJA/EX PAREJA,FÍSICA
45-59,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
45-59,FEMENINO,,OTRO CONVIVIENTE,PSICOLÓGICA
45-59,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
45-59,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
45-59,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,OTRO CONVIVIENTE,FÍSICA
60+,FEMENINO,,SIN DATO,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,PAREJA/EX PAREJA,ECONÓMICA
60+,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,SIN DATO,FÍSICA
30-44,MASCULINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
45-59,FEMENINO,,SIN DATO,FÍSICA
60+,MASCULINO,,SIN DATO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
